strikes,date,village,region,year,leaders_killed,leader_names,leader_description,militants_low,militants_high,militants_avg,unknown_low,unknown_high,unknown_avg,civilians_low,civilians_high,civilians_avg,total_low,total_high,total_avg,president_name,president_number,target_type,target_description,target_organization_name,target_group,geo_lat,geo_lon,province,strike_type,Source,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,OBJECTID,PROVINCE_2,DISTRICT,PA
true,10/14/2011,Close to Miram Shah,North Waziristan,2011,,,,1,2,1.5,2,2,2,0,0,0,3,4,3.5,Obama,44,Vehicle,,Haqqani Network,4. Haqqani Network,32.989372,70.058098,Federally Administered Tribal Areas,,Post,AP,AP,,,,,,,,
true,10/15/2011,"Angoor Adda, Bhangar area",South Waziristan,2011,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,32.460228,69.260246,Federally Administered Tribal Areas,,CNN,AP,AFP,,,,,,,,
true,10/26/2011,Bobar,North Waziristan,2011,1,Taj Gul Mehsud,"Reportedly, Taj Gul Mehsud was a TTP senior Commander",13,13,13,,,,,,,13,13,13,Obama,44,Compound,,Taliban,1. Taliban,33.1344,70.4512,Federally Administered Tribal Areas,,Reuters,The News,,,,,,,,,
true,10/27/2011,"Azam Warsak, 12 miles west of Wana",South Waziristan,2011,2,"Khan Mohammad, Hazrat Omar",Khan Mohammad was a top commander for the Maulvi Nazir Taliban faction. Hazmat Omar was the group's operational head.,4,6,5,,,,,,,4,6,5,Obama,44,Vehicle,,Maulvi Nazir Faction (Taliban),2. Taliban factions,32.327763,69.436302,Federally Administered Tribal Areas,,Reuters,AFP,AJE,,,,,,,,
true,10/27/2011,Mir Ali,North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,House,,Taliban,1. Taliban,32.5808,70.1637,Federally Administered Tribal Areas,,AP,ET,Reuters,,,,,,,,
true,10/30/2011,Datta Khel,North Waziristan,2011,,,,0,0,0,0,2,1,3,4,3.5,3,6,4.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.963783,70.240593,Federally Administered Tribal Areas,,CNN,AFP,AJE,,,,,,,,
true,10/31/2011,Mubarak Shan near Miranshah,North Waziristan,2011,,,,0,0,0,4,4,4,0,0,0,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.987213,70.084877,Federally Administered Tribal Areas,,Boston,International News,,,,,,,,,
true,11/3/2011,Darpa Khel Sarai,North Waziristan,2011,,,,2,3,2.5,,,,,,,2,3,2.5,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,32.5917,70.0317,Federally Administered Tribal Areas,,,,,,,,,,,,
true,11/15/2011,Miranshah,North Waziristan,2011,,,,6,7,6.5,,,,,,,6,7,6.5,Obama,44,Compound,,Taliban,1. Taliban,32.996284,70.074921,Federally Administered Tribal Areas,,,,,,,,,,,,
true,11/16/2011,Babar Ghar,South Waziristan,2011,,,,12,22,17,,,,,,,12,22,17,Obama,44,Compound,,Taliban,1. Taliban,32.3914,70.1126,Federally Administered Tribal Areas,,,,,,,,,,,,
true,11/17/2011,Shawal,North Waziristan,2011,,,,4,7,5.5,,,,,,,4,7,5.5,Obama,44,Compound,,Unclear,7. Unclear,32.3649,69.3029,Federally Administered Tribal Areas,,,,,,,,,,,,
true,1/10/2012,Miranshah,North Waziristan,2012,1,Aslam Awan,"Senior External Operations Organizer, al Qaeda",4,4,4,,,,,,,4,4,4,Obama,44,Building,,Al-Qaeda,3. Al-Qaeda,32.997147,70.046082,Federally Administered Tribal Areas,,AP,Express Tribune,CRI,Telegraph,CNN,PRI,Reuters,,,,
true,1/13/2012,New Aadda (outside Miranshah),North Waziristan,2012,,,,4,8,6,,,,,,,4,8,6,Obama,44,Vehicle,,Unclear,7. Unclear,32.976414,69.719238,Federally Administered Tribal Areas,,ET,NYT,AFP,,,,,,,,
true,1/23/2012,Degan,North Waziristan,2012,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Vehicle,,Al-Qaeda,3. Al-Qaeda,32.981022,69.785156,Federally Administered Tribal Areas,,BBC,Reuters,CNN,AFP,,,,,,,
true,2/8/2012,Spalga,North Waziristan,2012,,,,9,10,9.5,,,,,,,9,10,9.5,Obama,44,House,,Haqqani Network,4. Haqqani Network,33.052414,70.19165,Federally Administered Tribal Areas,,Dawn,AP,,,,,,,,,
true,2/9/2012,Miranshah,North Waziristan,2012,1,Badar Mansoor,"Commander, Pakistani Taliban with links to al Qaeda",3,5,4,,,,0,3,1.5,3,8,5.5,Obama,44,House,,Taliban,1. Taliban,33.001755,70.073547,Federally Administered Tribal Areas,,AP,The News,Reuters,Reuters,Fox,USA TODAY,CNN,,,,
true,2/16/2012,Spalga,North Waziristan,2012,,,,5,6,5.5,,,,,,,5,6,5.5,Obama,44,Compound,,Unclear,7. Unclear,33.043205,70.188904,Federally Administered Tribal Areas,,AFP/ET,CNN,BBC,AJE,,,,,,,
true,2/16/2012,Mir Ali,North Waziristan,2012,,,,7,15,11,,,,,,,7,15,11,Obama,44,Vehicle,,Unclear,7. Unclear,33.017876,70.254822,Federally Administered Tribal Areas,,AFP/ET,CNN,BBC,,,,,,,,
true,3/9/2012,Makin,South Waziristan,2012,,,,8,13,10.5,,,,,,,8,13,10.5,Obama,44,House,,Unclear,7. Unclear,32.79882,69.507751,Federally Administered Tribal Areas,,CNN,AP,,,,,,,,,
true,3/9/2012,Nishpa,South Waziristan,2012,,,,6,6,6,,,,,,,6,6,6,Obama,44,Vehicle,,Unclear,7. Unclear,31.840233,70.037842,Federally Administered Tribal Areas,,CNN,AP,AFP,,,,,,,,
true,3/13/2012,Uthghalai,South Waziristan,2012,,,,5,7,6,,,,,,,5,7,6,Obama,44,Vehicle,,Maulvi Nazir Faction (Taliban),2. Taliban factions,32.583851,69.483032,Federally Administered Tribal Areas,,AP,Reuters,,,,,,,,,
true,3/13/2012,Tehsil Bermal,North Waziristan,2012,2,Amir Hamza Toji Khel and Shamsulah,"Senior Commanders, Mullah Nazir Faction of the Pakistani Taliban",6,8,7,,,,,,,6,8,7,Obama,44,Vehicle,,Taliban,1. Taliban,32.874973,69.614868,Federally Administered Tribal Areas,,Dawn,Tribune,The Nation,BBC,AP,,,,,,
true,3/30/2012,Miranshah,North Waziristan,2012,,,,4,4,4,,,,,,,4,4,4,Obama,44,Compound,,Taliban,1. Taliban,33.031693,70.169678,Federally Administered Tribal Areas,,AFP,CNN,Reuters,http,,,,,,,
true,4/29/2012,Miranshah,North Waziristan,2012,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Madrassa,,Taliban,1. Taliban,33.008663,70.197144,Federally Administered Tribal Areas,,Reuters,NYT,AJE,,,,,,,,
true,5/5/2012,Shawal,North Waziristan,2012,,,,8,10,9,,,,,,,8,10,9,Obama,44,Compound,,Taliban,1. Taliban,32.884201,69.598389,Federally Administered Tribal Areas,,AP,CNN,Reuters,,,,,,,,
true,5/23/2012,Datta Khel Kalai,North Waziristan,2012,,,,4,4,4,,,,,,,4,4,4,Obama,44,Compound,,Unclear,7. Unclear,32.906685,69.754257,Federally Administered Tribal Areas,,AP,http,"8599",,00.html?xid=rss-mostpopular,ET,,,,,
true,5/24/2012,Mir Ali,North Waziristan,2012,,,,0,0,0,2,7,4.5,3,3,3,5,10,7.5,Obama,44,Compound,,Islamic Movement of Uzbekistan,5. Islamic Movement of Uzbekistan,33.036297,70.268555,Federally Administered Tribal Areas,,Post,AP,NYT,,,,,,,,
true,5/26/2012,Miranshah,North Waziristan,2012,,,,2,4,3,,,,,,,2,4,3,Obama,44,Business,,Taliban,1. Taliban,32.981022,70.037842,Federally Administered Tribal Areas,,AP,BBC,,,,,,,,,
true,5/28/2012,Hassokhel (Hassu Khel),North Waziristan,2012,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Compound,,Unclear,7. Unclear,32.5715,70.1548,Federally Administered Tribal Areas,,AFP,ET,AP,,,,,,,,
true,5/28/2012,Datta Khel,North Waziristan,2012,,,,5,8,6.5,,,,,,,5,8,6.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.5418,69.4455,Federally Administered Tribal Areas,,AFP,ET,AP,,,,,,,,
true,6/2/2012,Khawashi Khel,South Waziristan,2012,,,,2,4,3,,,,,,,2,4,3,Obama,44,Vehicle,,Unclear,7. Unclear,32.280167,69.554443,Federally Administered Tribal Areas,,AFP,Guardian,Dawn,,,,,,,,
true,6/3/2012,Wacha Dana,South Waziristan,2012,,,,5,10,7.5,,,,,,,5,10,7.5,Obama,44,Compound,,Unclear,7. Unclear,32.306866,69.446465,Federally Administered Tribal Areas,,CNN,Dawn,AP,,,,,,,,
true,6/4/2012,Hassokhel,North Waziristan,2012,1,Yahya al-Libi,"Deputy Leader, al Qaeda",6,15,10.5,,,,,,,6,15,10.5,Obama,44,Compound,,Unclear,7. Unclear,32.97411,70.279541,Federally Administered Tribal Areas,,Reuters,ET,NYT,Washington Post,BBC,,,,,,
true,6/12/2012,Isha,North Waziristan,2012,,,,2,4,3,,,,,,,2,4,3,Obama,44,Vehicle,,Unclear,7. Unclear,33.004704,70.067268,Federally Administered Tribal Areas,,AP,Dawn,,,,,,,,,
true,6/14/2012,Miranshah,North Waziristan,2012,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Compound,,Unclear,7. Unclear,33.005211,70.069847,Federally Administered Tribal Areas,,AP,AFP,Aljazeera,,,,,,,,
true,6/26/2012,Shawal,North Waziristan,2012,,,,4,6,5,,,,,,,4,6,5,Obama,44,Compound,,Taliban,1. Taliban,32.712776,69.608345,Federally Administered Tribal Areas,,AFP,CNN,Dawn,,,,,,,,
true,7/1/2012,Dre Nishtar Village,North Waziristan,2012,,,,6,8,7,,,,,,,6,8,7,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.713356,69.608688,Federally Administered Tribal Areas,,AP,Nation,,,,,,,,,
true,7/6/2012,Datta Khel village,North Waziristan,2012,,,,9,21,15,,,,,,,9,21,15,Obama,44,Compound,,Unclear,7. Unclear,32.906975,69.758377,Federally Administered Tribal Areas,,AFP,Dawn,Guardian,,,,,,,,
true,7/23/2012,Shawal,North Waziristan,2012,,,,0,0,0,9,14,11.5,,,,9,14,11.5,Obama,44,Compound,,Taliban,1. Taliban,32.715954,69.610062,Federally Administered Tribal Areas,,ET,Dawn,The News,,,,,,,,
true,7/29/2012,Khushhali Turikhel,North Waziristan,2012,,,,7,7,7,0,0,0,0,0,0,7,7,7,Obama,44,Compound,,Unclear,7. Unclear,33.005783,70.246178,Federally Administered Tribal Areas,,Dawn,Aljazeera,,,,,,,,,
true,8/18/2012,Shwedar,North Waziristan,2012,,,,4,11,7.5,1,1,1,,,,5,12,8.5,Obama,44,House and Vehicle,,Haqqani Network,4. Haqqani Network,32.713356,69.608688,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/19/2012,Mana,North Waziristan,2012,,,,4,7,5.5,,,,,,,4,7,5.5,Obama,44,Vehicle,,Taliban,1. Taliban,32.713932,69.612122,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/19/2012,Mana,North Waziristan,2012,,,,2,3,2.5,,,,,,,2,3,2.5,Obama,44,House,,Taliban,1. Taliban,32.71162,69.609375,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/21/2012,"Shanakhora, 12 miles west of Miram Shah",North Waziristan,2012,,,,3,8,5.5,1,1,1,,,,4,9,6.5,Obama,44,House,,Taliban,1. Taliban,33.010967,69.831848,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/24/2012,Darray Nashtar,North Waziristan,2012,,,,5,6,5.5,,,,,,,5,6,5.5,Obama,44,Compound,,Taliban,1. Taliban,32.71711,69.616043,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/24/2012,Darray Nashtar,North Waziristan,2012,,,,5,6,5.5,,,,,,,5,6,5.5,Obama,44,Compound,,Taliban,1. Taliban,32.71711,69.616043,Federally Administered Tribal Areas,,CNN,AP,AFP,,,,,,,,
true,8/24/2012,Darray Nashtar,North Waziristan,2012,,,,6,6,6,,,,,,,6,6,6,Obama,44,Compound,,Taliban,1. Taliban,32.71711,69.616043,Federally Administered Tribal Areas,,CNN,AP,AFP,,,,,,,,
true,9/1/2012,Degan,North Waziristan,2012,,,,4,6,5,,,,,,,4,6,5,Obama,44,House,,Taliban,1. Taliban,32.715668,69.452019,Federally Administered Tribal Areas,,CNN,AP,AFP,,,,,,,,
true,9/22/2012,Datta Khel,North Waziristan,2012,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,,Taliban,1. Taliban,32.905102,69.752785,Federally Administered Tribal Areas,,AFP,AP,CNN,,,,,,,,
true,9/24/2012,Datta Khel,North Waziristan,2012,2,Saleh Al-Turki and Abu Kasha Al-Iraqi,Both Saleh al-Turki and Abu Kasha al-Iraqi were al Qaeda operatives,5,6,5.5,,,,,,,5,6,5.5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,32.905102,69.752785,Federally Administered Tribal Areas,,AP,The News,Dawn,Xinhua,Zee News,Dawn,,,,,
true,10/1/2012,"Khaider Kel, Mir Ali",North Waziristan,2012,,,,2,3,2.5,,,,,,,2,3,2.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.948757,70.313774,Federally Administered Tribal Areas,,,,,,,,,,,,
true,10/10/2012,"Hurmuz, east of Miranshah",North Waziristan,2012,,,,5,5,5,,,,,,,5,5,5,Obama,44,House,,Unclear,7. Unclear,32.991604,70.165199,Federally Administered Tribal Areas,,,,,,,,,,,,
true,10/11/2012,Bulandkhel,Orakzai,2012,,,,16,26,21,,,,,,,16,26,21,Obama,44,Compound,,Taliban,1. Taliban,33.620338,70.750351,Federally Administered Tribal Areas,,,,,,,,,,,,
true,10/24/2012,Tappi,North Waziristan,2012,,,,4,4,4,0,0,0,0,1,0.5,4,5,4.5,Obama,44,Compound,,Unclear,7. Unclear,32.947029,70.146835,Federally Administered Tribal Areas,,Tribune,Dawn,Long War Journal,,,,,,,,
true,11/29/2012,Sheen Warsak,South Waziristan,2012,,,,0,4,2,0,3,1.5,,,,0,7,3.5,Obama,44,Vehicle,Reportedly one of the foreign militant name is Sheikh Abdul Bari,Al-Qaeda,3. Al-Qaeda,32.243587,69.510155,Federally Administered Tribal Areas,,Xinhua,Express Tribune,Nation,Pakistan Today,http://www.pakistantoday.com.pk/2012/11/29/4-killed-4-injured-in-us-drone-attack/,Dawn,,,,,
true,12/1/2012,Sheen Warsak,South Waziristan,2012,1,Abdul Rahman Yamani,"Senior leader, al Qaeda",3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,,Al-Qaeda,3. Al-Qaeda,32.241844,69.512215,Federally Administered Tribal Areas,,Express Tribune,Xinhua,Dawn,The Nation,,Reuters,,,,,
true,12/6/2012,Mubarak Shahi,North Waziristan,2012,,,,1,2,1.5,0,0,0,1,1,1,2,3,2.5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,32.954807,70.168304,Federally Administered Tribal Areas,,,,,,,,,,,,
true,12/21/2012,Hisukhel,North Waziristan,2012,,,,3,4,3.5,0,0,0,0,0,0,3,4,3.5,Obama,44,House,,Unclear,7. Unclear,32.962585,70.243149,Federally Administered Tribal Areas,,,,,,,,,,,,
true,12/28/2012,Gurbuz,North Waziristan,2012,,,,4,4,4,0,0,0,0,0,0,4,4,4,Obama,44,Compound,,Unclear,7. Unclear,32.713066,69.616074,Federally Administered Tribal Areas,,Tribune,Radio Free Europe,,,,,,,,,
true,1/2/2013,Angoor Adda,South Waziristan,2013,3,"Maulvi Nazir, Atta Ullah, Rafey Khan",Maluvi Nazir was the leader of a Taliban faction while Atta Ullah and Rafey Khan were his deputies.,6,11,8.5,,,,,,,6,11,8.5,Obama,44,House and Vehicle,,Taliban,1. Taliban,32.49007,69.320297,Federally Administered Tribal Areas,,New York Times,Express Tribune,Al-Aarabiya,Dawn,Washington Post,Los Angeles Times,VOA,,,,
true,1/3/2013,Between Miran Shah and Mir Ali,North Waziristan,2013,1,Faisal Khan,"Commander, Pakistani Taliban",4,6,5,,,,,,,4,6,5,Obama,44,Vehicle,,Taliban,1. Taliban,32.98822,70.209503,Federally Administered Tribal Areas,,Washington Post,CNN,Dawn,UPI,Express Tribune,BBC,,,,,
true,1/6/2013,Babar Ghar,South Waziristan,2013,1,Wali Muhammed AKA Toofan,"Head of Suicide Wing, Pakistani Taliban",8,17,12.5,,,,,,,8,17,12.5,Obama,44,Compound,,Taliban,1. Taliban,32.658455,70.179977,Federally Administered Tribal Areas,,AFP,Dawn,Fox,Pakistan Today,Reuters,BBC,,,,,
true,1/8/2013,Mir Ali,North Waziristan,2013,,,,5,5,5,,,,,,,5,5,5,Obama,44,House,,Unclear,7. Unclear,32.971191,70.277908,Federally Administered Tribal Areas,,AP,ET,,,,,,,,,
true,1/8/2013,Essokhel,North Waziristan,2013,,,,3,3,3,,,,,,,3,3,3,Obama,44,House,,Unclear,7. Unclear,32.953693,70.262802,Federally Administered Tribal Areas,,AP,ET,,,,,,,,,
true,1/10/2013,Heso Khel,North Waziristan,2013,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,House,,Unclear,7. Unclear,32.953331,70.262459,Federally Administered Tribal Areas,,ET,AP,,,,,,,,,
true,2/6/2013,Spin Wam,North Waziristan,2013,,,,,,,,,,3,5,4,3,5,4,Obama,44,Compound,,Unclear,7. Unclear,33.168594,70.401077,Federally Administered Tribal Areas,,DT,ET/AFP,Dawn,,,,,,,,
true,2/8/2013,Babar Ghar,South Waziristan,2013,,,,7,9,8,,,,,,,7,9,8,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,32.65065,70.185471,Federally Administered Tribal Areas,,The News,AFP,ET,,,,,,,,
true,3/10/2013,Muhammad Khel,North Waziristan,2013,,,,2,2,2,,,,,,,2,2,2,Obama,44,Motorcycle,,Unclear,7. Unclear,32.5725,69.5306,Federally Administered Tribal Areas,,NYT,The News,VOA,,,,,,,,
true,3/22/2013,Datta Khel,North Waziristan,2013,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.5418,69.4455,Federally Administered Tribal Areas,,BBC,NYT,Dawn,AF,,,,,,,
true,4/14/2013,"Manzar Khel, Datta Khel",North Waziristan,2013,,,,4,4,4,,,,,,,4,4,4,Obama,44,Unclear,,Unclear,7. Unclear,32.90429877,69.74872109,Federally Administered Tribal Areas,,ET,,,,,,,,,,
true,4/17/2013,Sararogha,South Waziristan,2013,,,,5,5,5,,,,,,,5,5,5,Obama,44,Unclear,,Taliban,1. Taliban,32.53805827,69.97741696,Federally Administered Tribal Areas,,Dawn,,,,,,,,,,
true,5/29/2013,Miranshah,North Waziristan,2013,2,Waliur Rehman and Fakhir-i-Alam,Waliur Rehman was the Deputy Commander of the Pakistani Taliban. Fakhir-i-Alam was a close aide of his.,4,7,5.5,,,,,,,4,7,5.5,Obama,44,House,,Taliban,1. Taliban,33.00034982,70.06736752,Federally Administered Tribal Areas,,Dawn,NYT,Post,Reuters,Reuters,Pakistan Today,,,,,
true,6/7/2013,Mangroti,North Waziristan,2013,,,,7,7,7,,,,,,,7,7,7,Obama,44,Compound,,Unclear,7. Unclear,32.62555094,69.49607846,Federally Administered Tribal Areas,,AFP,AP,BBC,Dawn,NYT,Post,Reuters,,,,
true,7/2/2013,Sarai Darpa Khel,North Waziristan,2013,,,,16,18,17,,,,,,,16,18,17,Obama,44,Compound,house and vehicle,Al-Qaeda,3. Al-Qaeda,33.00538611,70.07612225,Federally Administered Tribal Areas,,AP,CNN,Dawn,Guardian,NYT,,,,,,
true,7/13/2013,"Mosaki Village, Mir Ali",North Waziristan,2013,,,,2,2,2,,,,,,,2,2,2,Obama,44,Motorcycle,,Unclear,7. Unclear,32.96453082,70.27301785,Federally Administered Tribal Areas,,Dawn,Guardian,NYT,Reuters,,,,,,,
true,7/28/2013,"Shinkai Narai, Shawal",North Waziristan,2013,,,,6,8,7,,,,,,,6,8,7,Obama,44,Compound,Men on foot,Taliban,1. Taliban,33.01575629,70.01943108,Federally Administered Tribal Areas,Drone or Air Strike,AFP,AP,Dawn,ET,NYT,NBC,,,,,
true,8/31/2013,Mir Ali,North Waziristan,2013,,,,4,4,4,,,,,,,4,4,4,Obama,44,Militantcompound,"Former Islamic school run by Hafiz Gul Bahadur, a pro-Taliban warlord",Unclear,7. Unclear,32.96549398,70.26512143,Federally Administered Tribal Areas,,Dawn,ET,NYT,Pajhwok,,,,,,,
true,9/6/2013,"Dargah Mandi, Ghulam Khan",North Waziristan,2013,1,Mullah Sangeen Zadran,"Commander, Haqqani Network",6,6,6,,,,,,,6,6,6,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,33.24281527,70.22186276,Federally Administered Tribal Areas,,AP,BBC,Dawn,ET,NYT,Reuters,RFE/RL,,,,
true,9/22/2013,Shawal,North Waziristan,2013,,,,6,7,6.5,,,,,,,6,7,6.5,Obama,44,Militantcompound,Militant Compound,Unclear,7. Unclear,33.01620273,69.97398373,Federally Administered Tribal Areas,,AFP,AP,Xinhua,,,,,,,,
true,9/29/2013,"Dargamandi, Miran Shah",North Waziristan,2013,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,Compound,Unclear,7. Unclear,33.02912948,70.02822873,Federally Administered Tribal Areas,,AP,Dawn,Pajhwok,RFE/RL,,,,,,,
true,9/30/2013,"Mohammad Khel, Datta Khel",North Waziristan,2013,,,,2,4,3,,,,,,,2,4,3,Obama,44,Militantcompound,Militant Compound,Unclear,7. Unclear,33.00120462,70.0399017,Federally Administered Tribal Areas,,AFP,AP,Dawn,Pajhwok,RFE/RL,VOA,,,,,
true,10/31/2013,Miran Shah,North Waziristan,2013,,,,3,3,3,,,,,,,3,3,3,Obama,44,Militantcompound,Compound,Unclear,7. Unclear,32.99196335,70.04814145,Federally Administered Tribal Areas,,AP,ET,Pajhwok,RFE/RL,,,,,,,
true,11/1/2013,"Dande Darpa Khel, Miran Shah",North Waziristan,2013,3,"Hakimullah Mehsud, Abdullah Bahar Mehsud, and Tariq Mehsud",Hakimullah Mehsud was the leader of the Pakistani Taliban. The other two were key advisers and commanders to him.,5,7,6,,,,,,,5,7,6,Obama,44,Militantcompound,Compound,Taliban,1. Taliban,33.01711136,70.06818291,Federally Administered Tribal Areas,,AP,BBC,Dawn,ET,Reuters,RFE/RL,CMCPK,,,,
true,11/29/2013,Miran Shah,North Waziristan,2013,,,,1,3,2,,,,,,,1,3,2,Obama,44,Compound,Compound,Taliban,1. Taliban,32.99505888,70.06530758,Federally Administered Tribal Areas,,CNN,AP,ET,PTI,AFP,DAWN,NBC,,,,
true,12/25/2013,"Qutab Khel, Miran Shah",North Waziristan,2013,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,House,,Unclear,7. Unclear,32.9869239,70.06959912,Federally Administered Tribal Areas,,AFP,AP,Dawn,ET,,,,,,,
true,6/11/2014,Dargah Mandi,North Waziristan,2014,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,,Islamic Movement of Uzbekistan,5. Islamic Movement of Uzbekistan,32.97201981,70.07080075,Federally Administered Tribal Areas,,AFP,WSJ,,,,,,,,,
true,6/12/2014,Miramshah,North Waziristan,2014,,,,10,10,10,,,,,,,10,10,10,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,32.99736246,70.07629391,Balochistan,,NYT,AP,,,,,,,,,
true,6/18/2014,Dandey Darpakhel,North Waziristan,2014,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,32.96049802,69.98016354,Federally Administered Tribal Areas,,WSJ,AP,VOA,,,,,,,,
true,7/10/2014,Datta Khel,North Waziristan,2014,3,"Fayez Awda al Khalidi, Taj al Makki, Abu Abdurahman al Kuwaiti","All three were Mid-level al Qaeda commanders, three other al Qaeda operatives were killed but were not named.",6,6,6,,,,,,,6,6,6,Obama,44,House and Vehicle,,Al-Qaeda,3. Al-Qaeda,33.0792263,69.91836544,Federally Administered Tribal Areas,,AJE,Dawn,The News,Dawn,New York Times,,,,,,
true,7/16/2014,Datta Khel,North Waziristan,2014,,,,15,20,17.5,,,,,,,15,20,17.5,Obama,44,Compound,,Unclear,7. Unclear,33.05949283,69.9176788,Federally Administered Tribal Areas,,AP,Dawn,ET,,,,,,,,
true,7/19/2014,Datta Khel,North Waziristan,2014,,,,11,15,13,,,,,,,11,15,13,Obama,44,Compound,,Unclear,7. Unclear,33.02613758,69.94514462,Federally Administered Tribal Areas,,AP,NYT,,,,,,,,,
true,8/6/2014,Datta Khel,North Waziristan,2014,,,,5,6,5.5,,,,,,,5,6,5.5,Obama,44,House,,Unclear,7. Unclear,33.04090313,69.98428341,Federally Administered Tribal Areas,,Dawn,ET,RFE/RL,,,,,,,,
true,9/24/2014,Datta Khel,North Waziristan,2014,,,,5,10,7.5,,,,,,,5,10,7.5,Obama,44,Compound,,Unclear,7. Unclear,33.04090313,69.98291012,Federally Administered Tribal Areas,,AP,CNN,Dawn,ET,Reuters,RFE/RL,,,,,
true,9/28/2014,Wana,South Waziristan,2014,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,Vehicle,Unclear,7. Unclear,32.31963357,69.57092282,Federally Administered Tribal Areas,,AP,Dawn,NYT,VOA,,,,,,,
true,10/5/2014,Shawal,South Waziristan,2014,,,,5,5,5,,,,,,,5,5,5,Obama,44,House,House and car,,,32.99795289,69.90394589,Federally Administered Tribal Areas,,Express Tribune,Dawn,,Khaama Press,Geo News,,,,,,
true,10/6/2014,Shawal,North Waziristan,2014,,,,8,8,8,,,,,,,8,8,8,Obama,44,Compound,Vehicle and Compound,Taliban,1. Taliban,32.09064163,69.45831295,Federally Administered Tribal Areas,,http,,,,,,,,,,
true,10/7/2014,Datta Khel,North Waziristan,2014,,,,6,7,6.5,,,,,,,6,7,6.5,Obama,44,House,Vehicle and House,Unclear,7. Unclear,32.94195895,69.803009,Federally Administered Tribal Areas,,http,,,,,,,,,,
true,10/7/2014,Datta Khel,North Waziristan,2014,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Compound,Compound,Taliban,1. Taliban,32.96385443,69.81948849,Federally Administered Tribal Areas,,AP,Dawn,,,,,,,,,
true,10/9/2014,Datta Khel,North Waziristan,2014,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,Vehicle,Unclear,7. Unclear,32.92426655,69.74395749,Federally Administered Tribal Areas,,ET,Dawn,AJE,,,,,,,,
true,10/11/2014,Shawal Tehsil,North Waziristan,2014,1,Muhammad Mustafa,"Commander, Pakistani Taliban",4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,Vehicle,Taliban,1. Taliban,32.78669718,69.71923825,Federally Administered Tribal Areas,,Khaama Press,Tribune,Dawn,,,,,,,,
true,10/11/2014,Tirah Valley,Khyber,2014,1,Sheikh Imran Ali Siddiqi,"Senior Member, Al Qaeda in the Indian Sub-Contintent",4,4,4,,,,,,,4,4,4,Obama,44,Compound,Compound,Al-Qaeda,3. Al-Qaeda,33.7805579,70.6656106,Federally Administered Tribal Areas,,Tribune,Dawn,,,,,,,,,
true,10/30/2014,Wana,South Waziristan,2014,1,Abdullah Haqqani,"Commander, Haqqani Network",4,7,5.5,,,,,,,4,7,5.5,Obama,44,House,"House, Vehicle",Haqqani Network,4. Haqqani Network,32.26332983,69.45281979,Federally Administered Tribal Areas,,RFE/RL,Reuters,ET,Dawn,,,,,,,
true,11/11/2014,Datta Khel,North Waziristan,2014,,,,6,6,6,,,,,,,6,6,6,Obama,44,Compound,,Unclear,7. Unclear,32.90611606,69.74464413,Federally Administered Tribal Areas,,ET,Dawn,,,,,,,,,
